crisno,sentence_number_int_aligned,sentence_number_int_aligned_groupmethod,sentence1,sentence2,sentence3,sentence4
260,47,42,"On 28 July, Idi Amin of Uganda was sworn in as the new Secretary-General of the OAU and immediately took on the duties of mediating the ongoing situation in Angola, submitting a proposal for a government of national unity between the MPLA, FNLA and UNITA. OAU conciliation commissions were sent to the area in July and October 1975.","On 28 July, Idi Amin of Uganda was sworn in as the new Secretary-General of the OAU and immediately took on the duties of mediating the ongoing situation in Angola, submitting a proposal for a government of national unity between the MPLA, FNLA and UNITA. OAU conciliation commissions were sent to the area in July and October 1975.","On 28 July, Idi Amin of Uganda was sworn in as the new Secretary-General of the OAU and immediately took on the duties of mediating the ongoing situation in Angola, submitting a proposal for a government of national unity between the MPLA, FNLA and UNITA. OAU conciliation commissions were sent to the area in July and October 1975.",
260,48,43,On 10-13 January 1976 the OAU held an emergency summit meeting on Angola that Amin had requested; it broke down on the 13th with members divided evenly on whether to recognize the PRA or call for a government of national unity.,On 10-13 January 1976 the OAU held an emergency summit meeting on Angola that Amin had requested; it broke down on the 13th with members divided evenly on whether to recognize the PRA or call for a government of national unity.,On 10-13 January 1976 the OAU held an emergency summit meeting on Angola that Amin had requested; it broke down on the 13th with members divided evenly on whether to recognize the PRA or call for a government of national unity.,
260,49,44,"By 2 February 1976 a majority of OAU members had recognized the MPLA government, automatically extending OAU recognition.","By 2 February 1976 a majority of OAU members had recognized the MPLA government, automatically extending OAU recognition.","By 2 February 1976 a majority of OAU members had recognized the MPLA government, automatically extending OAU recognition.",
260,50,45,Angola was admitted to the OAU on 10 February.,Angola was admitted to the OAU on 10 February.,Angola was admitted to the OAU on 10 February.,
260,51,46,"By 22 February 70 states, including members of the European Economic Community, had granted recognition.","By 22 February 70 states, including members of the European Economic Community, had granted recognition.","By 22 February 70 states, including members of the European Economic Community (EEC) (later the European Community [EC] and, since 1992, the European Union [EU]), had granted recognition.",
260,52,47,The UN was less active.,The UN was less active.,,The UN was less active.
260,53,48,The good offices of Secretary-General Waldheim were used to relay MPLA guarantees to South Africa.,The good offices of Secretary-General Waldheim were used to relay MPLA guarantees to South Africa.,,The good offices of Secretary-General Waldheim were used to relay MPLA guarantees to South Africa.
260,54,49,The UN sent an inquiry and conciliation mission to Angola on 14 October 1975.,The UN sent an inquiry and conciliation mission to Angola on 14 October 1975.,,The UN sent an inquiry and conciliation mission to Angola on 14 October 1975.
260,55,50,"On 10 March 1976 Kenya requested an emergency Security Council session on South Africa's ""act of aggression.""","On 10 March 1976 Kenya requested an emergency Security Council session on South Africa's ""act of aggression.""",,"On 10 March 1976 Kenya requested an emergency Security Council session on South Africa's ""act of aggression."
260,56,51,"The Council met from 26 to 31 March; and, despite South Africa's claim that its troops had already left Angola, a resolution was passed condemning South Africa and demanding that it respect the territorial integrity of Angola, as well as that it cease the use of Pretoria-controlled South-West Africa for military incursions.","The Council met from 26 to 31 March; and, despite South Africa's claim that its troops had already left Angola, a resolution was passed condemning South Africa and demanding that it respect the territorial integrity of Angola, as well as that it cease the use of Pretoria-controlled South-West Africa for military incursions.",,"The Council met from 26 to 31 March; and, despite South Africa's claim that its troops had already left Angola, a resolution was passed condemning South Africa and demanding that it respect the territorial integrity of Angola, as well as that it cease the use of Pretoria-controlled South-West Africa (later, Namibia) for military incursions."
260,57,52,Washington had been supplying aid covertly to the FNLA since the Kennedy administration.,Washington had been supplying aid covertly to the FNLA since the Kennedy administration.,,Washington had been supplying aid covertly to the FNLA since the Kennedy administration.
260,58,53,In January 1975 an interagency National Security Task Force on Angola was formed.,In January 1975 an interagency National Security Task Force on Angola was formed.,,In January 1975 an interagency National Security Task Force on Angola was formed.
260,59,54,In December the State Department instructed the Gulf Oil Company to suspend the payment of $125 million in royalties to the MPLA-controlled Angolan finance ministry.,In December the State Department instructed the Gulf Oil Company to suspend the payment of $125 million in royalties to the MPLA-controlled Angolan finance ministry.,,In December the State Department instructed the Gulf Oil Company to suspend the payment of $125 million in royalties to the MPLA-controlled Angolan finance ministry.
260,60,55,During the Angola crisis there were widespread strikes and unemployment in the United States in the aftermath of Vietnam and Watergate.,During the Angola crisis there were widespread strikes and unemployment in the United States in the aftermath of Vietnam and Watergate.,,During the Angola crisis there were widespread strikes and unemployment in the United States in the aftermath of Vietnam and Watergate.
260,61,56,"These legacies prompted Congress to decide to withdraw aid to Zaire, thereby extricating the U.S. from a major crisis in southern Africa.","These legacies prompted Congress to decide to withdraw aid to Zaire, thereby extricating the U.S. from a major crisis in southern Africa.",,"These legacies prompted Congress to decide to withdraw aid to Zaire, thereby extricating the U.S. from a major crisis in southern Africa."
260,62,57,Angola was viewed by both the Soviet Union and Africans as a watershed in American attitudes toward U.S. military intervention in the Third World.,Angola was viewed by both the Soviet Union and Africans as a watershed in American attitudes toward U.S. military intervention in the Third World.,,Angola was viewed by both the Soviet Union and Africans as a watershed in American attitudes toward U.S. military intervention in the Third World.
260,63,58,"The initial Soviet position on Angola was to favor the right of all three rival Angolan movements to participate in the transitional government, but that posture changed early in 1975.","The initial Soviet position on Angola was to favor the right of all three rival Angolan movements to participate in the transitional government, but that posture changed early in 1975.",,"The initial Soviet position on Angola was to favor the right of all three rival Angolan movements to participate in the transitional government, but that posture changed early in 1975."
260,64,59,Sino/Soviet rivalry was a major factor in Moscow's approach to the Angolan conflict.,Sino/Soviet rivalry was a major factor in Moscow's approach to the Angolan conflict.,,Sino/Soviet rivalry was a major factor in Moscow's approach to the Angolan conflict.
